Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,PreferredLoginDevice_Mobile Phone,PreferredLoginDevice_Phone,PreferredPaymentMode_COD,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Male,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile,PreferedOrderCat_Mobile Phone,MaritalStatus_Married,MaritalStatus_Single
0.34861740883109915,0.11358555414903948,0.19291070004037103,0.09265950707439052,0.8291286194567605,0.9178094008164864,0.47838770033981926,0.3265556162923544,0.7525066199236972,0.2402816621024434,0.9557902869857958,0.38634677336390444,0.1736053813508901,0.4437044178152786,0.4655556038563129,0.8915533598673836,0.8791065665466608,0.5966562066099601,0.4487284547471806,0.06703290241195381,0.6417883969390348,0.06967266709170195,0.7628632309661691,0.00836196601496908,0.5231494134927731,0.39857268923484823,0.1274879338732522,0.8418191551706561
0.6066184090213077,0.4612280638008357,0.8409116192692925,0.9032848921333064,0.4464349473938005,0.9142308490732262,0.30358985474889777,0.7951180973211072,0.7811320109803226,0.4671552242437643,0.3366737234299869,0.9255428620554907,0.10298457515012926,0.5342838613349461,0.7552221128491305,0.44141642959756466,0.16912724178939587,0.8116001207658711,0.020303202577993562,0.6416388997569069,0.6646853533270037,0.06964492432517244,0.32257085404269437,0.030033498348115528,0.34441468716034096,0.8481185565170383,0.4185286194050363,0.8220426933755468
0.7851130253723791,0.8515557050561614,0.5879480948510545,0.5358851963253708,0.1439559157809136,0.8339618433347642,0.2676413547840688,0.4116432589702186,0.30522098616455773,0.28423872755120183,0.06339294915492011,0.24527647802710995,0.9553335925981071,0.11506127594338933,0.45100104171081945,0.1223671883646612,0.41343106314357636,0.9709104840914524,0.40140679604406804,0.4655517140667952,0.3080420421306296,0.28129717678496613,0.43819805477541085,0.7628239375542623,0.026304865145285516,0.854467782986898,0.0650635711941262,0.7964288610298051
0.692592579959478,0.36421537825474304,0.8822745285062636,0.8393968544368721,0.26842145519648586,0.2738750470281678,0.09836600840330845,0.047383107273508696,0.6451317502848771,0.5841477944236863,0.5809714636977843,0.6785066394019883,0.11272668826152599,0.022198508003223982,0.8709849429068287,0.4670905889245821,0.9271167728978845,0.3948103364042914,0.45345949307914646,0.229180374246305,0.08476735844962613,0.05062720037568591,0.831411089312599,0.9024781307300094,0.7704516519946389,0.9030370069923075,0.7377257789241568,0.2932671669808542
0.4196789383478319,0.3045004871503799,0.6818962856644633,0.40034677093056137,0.39956960154012755,0.17271040158910755,0.9404528230267609,0.8996976085673101,0.24403739363221721,0.8856929474770284,0.3099533501779874,0.03326886647155747,0.9599084338346393,0.3756393098563211,0.29678874449983417,0.44193219496242253,0.7357422480893121,0.05351584715912672,0.1483283714343795,0.009160095161726223,0.07214792133746328,0.9822050022353986,0.4020172110995679,0.6949473860575806,0.8508390473632818,0.17319569294987935,0.8096508191963673,0.06520750355105243
0.15692303659619977,0.5059357305772629,0.3653350916517393,0.11587027778356951,0.6736931041603177,0.5637155626645125,0.5904810335277476,0.6839963713170482,0.2172310902971678,0.127271922945834,0.8611502220660564,0.5512457542557729,0.13633806306589857,0.859950082162438,0.20750260699320477,0.15919257263530406,0.020415301033575806,0.9106897061156082,0.9283333296991166,0.9257105776155726,0.5891010877409026,0.40052263723035875,0.769893092893801,0.49549526182520853,0.24384780782310356,0.8709224629634298,0.8202243641874444,0.4314315032363264
0.013939503084323901,0.936239072520111,0.27547106550807354,0.5803832210135698,0.20955171222851265,0.6368522072272338,0.8771545529788763,0.09995327101075735,0.35977398301087515,0.28190762698400607,0.8873670042819028,0.07555072397201834,0.13543382213006983,0.7724651025595214,0.8664174711646271,0.1750214176218048,0.4877670342451377,0.04213418297544502,0.244905045496847,0.17318089726141994,0.9540481114323961,0.5989222310605741,0.04239183484721487,0.9775512614212408,0.1500146843259852,0.7927546383263886,0.6349474680498453,0.6571950987922525
0.2906402129135812,0.3941323707353137,0.15945970670616383,0.4924423919658214,0.4575935973729809,0.5986658943133604,0.8669154280358553,0.9404630936521677,0.9439344251002072,0.06699847222013999,0.07160307225076956,0.0663008037533408,0.12626814565740974,0.2962646822037329,0.4132625072133156,0.4036859430984848,0.017376711262388933,0.0544993801955036,0.746429956288705,0.1761813558599694,0.17606323836705273,0.48842251138921033,0.15610479069210992,0.33736056143287674,0.3522827790374189,0.3161044462756253,0.782926591033387,0.019032929261327713
0.7466273115578259,0.6555307113757893,0.5569131041221702,0.47760072682160326,0.3900138469033826,0.740689048742103,0.6647971063325957,0.21876993970959313,0.5060397238272911,0.7708154976737422,0.2170817682895656,0.3243054989252121,0.7533989715935876,0.24678580524839966,0.8202904830613844,0.5788034966894858,0.37241575295426455,0.21913843688078405,0.9554404532522494,0.6711097764646591,0.03300161807760993,0.008037514610957586,0.0019385240873408538,0.04415332665295202,0.9706949641440616,0.7981283146995231,0.47572139370144817,0.7922167453217347
0.6402591155490093,0.553040747741081,0.03841575590403368,0.9469099562954663,0.6586831506325337,0.00559500177895389,0.04454686869748681,0.7701716003981677,0.10463605119886399,0.27121849439618173,0.015742187212964165,0.05557236437315716,0.6792199495013735,0.9989568498957332,0.6884591435335532,0.8563961855963537,0.6217577021100968,0.8439599939186458,0.36466545240657733,0.9035609597060812,0.256646930023809,0.04674469357804345,0.18633067833192574,0.10117601124644371,0.15028536904411138,0.8637841761687387,0.03828114512176939,0.5196941646310405
